ComplexID	ComplexName	subunits(UniProt IDs)	subunits(Gene name)
2743	TRAF6-MALT1 complex	Q9UDY8-1;Q9Y4K3	MALT1;TRAF6
2744	TRAF2-MALT1 complex	Q12933;Q9UDY8;Q9UDY8-1	TRAF2;MALT1;MALT1
2745	"Ubiquitin ligase complex (BCL10, CARD11, MALT1, TRAF6)"	O95999-1;Q9BXL7;Q9UDY8-1;Q9Y4K3	BCL10;CARD11;MALT1;TRAF6
2749	SETDB1-containing HMTase complex	Q15047;Q6VMQ6	SETDB1;ATF7IP
2752	CARMA1-BCL10-MALT1 complex	O95999;Q9BXL7;Q9UDY8	BCL10;CARD11;MALT1
2753	FYB-CARMA1-BCL-10-MALT1 complex	O15117;O95999;Q9BXL7;Q9UDY8	FYB1;BCL10;CARD11;MALT1
2754	JUND-FOSB-SMAD3-SMAD4 complex	P17535;P53539;P84022;Q13485	JUND;FOSB;SMAD3;SMAD4
2755	17S U2 snRNP	O15042;O43143;O75533;O75937;O75940;P08579;P09661;P10809;P14678;P26368;P62304;P62306;P62308;P62314;P62316;P62318;Q01081;Q07955;Q12874;Q12931;Q13435;Q15393;Q15427;Q15428;Q15459;Q7L014;Q7RTV0;Q8IWX8;Q96I25;Q9BWJ5;Q9P0W2;Q9UHX1;Q9Y3B4	U2SURP;DHX15;SF3B1;DNAJC8;SMNDC1;SNRPB2;SNRPA1;HSPD1;SNRPB;U2AF2;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;U2AF1;SRSF1;SF3A3;TRAP1;SF3B2;SF3B3;SF3B4;SF3A2;SF3A1;DDX46;PHF5A;CHERP;RBM17;SF3B5;HMG20B;PUF60;SF3B6
2756	"Ubiquitin ligase (UBE2N, UBE2V2)"	P61088;Q15819	UBE2N;UBE2V2
2757	"SMN complex, U7 snRNA specific"	P14678;P62304;P62306;P62308;P62318;P83369;Q969L4	SNRPB;SNRPE;SNRPF;SNRPG;SNRPD3;LSM11;LSM10
2758	TAK1 complex	O43318;Q15750;Q9NYJ8	MAP3K7;TAB1;TAB2
2759	MBD1-MCAF complex	Q6VMQ6;Q9UIS9	ATF7IP;MBD1
2760	SMAD3-SMAD4-FOXO3 complex	O43524;P84022;Q13485	FOXO3;SMAD3;SMAD4
2761	SMAD3-SMAD4-FOXO1 complex	P84022;Q12778;Q13485	SMAD3;FOXO1;SMAD4
2762	SMAD3-SMAD4-FOXO4 complex	P84022;P98177;Q13485	SMAD3;FOXO4;SMAD4
2763	MBD1-Suv39h1-HP1 complex	O43463;P45973;Q9UIS9	SUV39H1;CBX5;MBD1
2764	PRMT5 complex	O14744	PRMT5
2765	PRMT1 complex	Q99873	PRMT1
2766	TERF2-RAP1 complex	P12956;P13010;P49959;Q15554;Q92878;Q9BSI4;Q9NYB0	XRCC6;XRCC5;MRE11;TERF2;RAD50;TINF2;TERF2IP
2767	RAD50-MRE11-NBN-p200-p350 complex	O60934;P49959;Q92878	NBN;MRE11;RAD50
2770	ITGA6-ITGB4-CD9 complex	P16144;P21926;P23229	ITGB4;CD9;ITGA6
2772	"Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)"	P63208;Q13616;Q16526;Q9UKT7	SKP1;CUL1;CRY1;FBXL3
2773	"Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)"	P63208;Q13616;Q49AN0;Q9UKT7	SKP1;CUL1;CRY2;FBXL3
2774	MDC1-H2AFX-TP53BP1 complex	P16104;Q12888;Q14676	H2AX;TP53BP1;MDC1
2775	MDC1-p53BP1-SMC1 complex	Q12888;Q14676;Q14683	TP53BP1;MDC1;SMC1A
2776	RAD50-BRCA1 complex	P38398;Q92878	BRCA1;RAD50
2783	BARD1-BRCA1-CSTF64 complex	P33240;P38398;Q99728	CSTF2;BRCA1;BARD1
2786	BRCA1 A complex	P38398;Q6UWZ7;Q96RL1;Q99728	BRCA1;ABRAXAS1;UIMC1;BARD1
2787	BRCA1 C complex	P38398;Q96RL1;Q99708;Q99728	BRCA1;UIMC1;RBBP8;BARD1
2788	BRCA1 B complex	O14867;P38398;Q99728	BACH1;BRCA1;BARD1
2789	ETS2-ERG complex	P11308;P15036	ERG;ETS2
2790	ETS2-ETS1 complex	P14921;P15036	ETS1;ETS2
2791	MCM4-MCM6-MCM7 complex	P33991;P33993;Q14566	MCM4;MCM7;MCM6
2792	MCM2-MCM4-MCM6-MCM7 complex	P33991;P33993;P49736;Q14566	MCM4;MCM7;MCM2;MCM6
2797	PCNA-CHL12-RFC2-5 complex	P12004;P35249;P35250;P40937;P40938;Q8WVB6	PCNA;RFC4;RFC2;RFC5;RFC3;CHTF18
2798	CLDN1-MMP2 complex	O95832;P08253	CLDN1;MMP2
2801	OCT4-SOX2 DNA-protein complex	P48431;Q01860	SOX2;POU5F1
2802	OCT1-SOX2 DNA-protein complex	P14859;P48431	POU2F1;SOX2
2803	PAX6-SOX2 DNA-protein complex	P26367;P48431	PAX6;SOX2
2804	CTF18-cohesion-RFC complex	P0CG13;P35249;P35250;P40937;P40938;Q8WVB6;Q9BVC3	CHTF8;RFC4;RFC2;RFC5;RFC3;CHTF18;DSCC1
2805	CTF8-DCC1 subcomplex	P0CG13;Q9BVC3	CHTF8;DSCC1
2809	9-1-1-APE1 complex	O60671;O60921;P27695;Q99638	RAD1;HUS1;APEX1;RAD9A
2811	BRCA1-cABL complex	P00519;P38398	ABL1;BRCA1
2812	RPAP1-RPB2-RPB3 complex	P19387;P30876;Q9BWH6	POLR2C;POLR2B;RPAP1
2813	BRCA1-SMAD3 complex	P38398;P84022	BRCA1;SMAD3
2814	BRCA1-HDAC1-HDAC2 complex	P38398;Q13547;Q92769	BRCA1;HDAC1;HDAC2
2815	BRCA1-BARD1-BACH1-DNA damage complex II	O14867;O60934;P38398;P49959;Q92547;Q92878;Q99708;Q99728	BACH1;NBN;BRCA1;MRE11;TOPBP1;RAD50;RBBP8;BARD1
2816	ITGAV-ITGB3 complex	P05106;P06756	ITGB3;ITGAV
2817	BRCA1-BARD1-BACH1-DNA damage complex I	O14867;P38398;P40692;P52701;Q92547;Q99728	BACH1;BRCA1;MLH1;MSH6;TOPBP1;BARD1
2818	BRCA1-BARD1-BRCA2-DNA damage complex III	P38398;P51587;Q99728	BRCA1;BRCA2;BARD1
2819	BRCA1-CtIP-CtBP complex	P38398;Q13363;Q99708	BRCA1;CTBP1;RBBP8
2820	BRCA1-VCP complex	P38398;P55072	BRCA1;VCP
2821	hSIR2-p53 complex	P04637;Q96EB6	TP53;SIRT1
2822	"E3 ubiquitin ligase (BRCA1, BARD1) - UbcH5c complex"	P38398;P61077;Q99728	BRCA1;UBE2D3;BARD1
2823	BRCA1-BARD1-UbcH7c complex	P38398;P68036;Q99728	BRCA1;UBE2L3;BARD1
2824	BRCA1-RAD51 complex	P38398;Q06609	BRCA1;RAD51
2825	BRCA1-RNA polymerase II complex	O15514;P13984;P18074;P19387;P19388;P19447;P20226;P24928;P29083;P29084;P30876;P32780;P35269;P36954;P38398;P52434;P52435;P53803;P61218;P62487;P62875;Q00403;Q13503;Q13888;Q13889;Q92759	POLR2D;GTF2F2;ERCC2;POLR2C;POLR2E;ERCC3;TBP;POLR2A;GTF2E1;GTF2E2;POLR2B;GTF2H1;GTF2F1;POLR2I;BRCA1;POLR2H;POLR2J;POLR2K;POLR2F;POLR2G;POLR2L;GTF2B;MED21;GTF2H2;GTF2H3;GTF2H4
2826	ITGB3-ITGAV-VTN complex	P04004;P05106;P06756	VTN;ITGB3;ITGAV
2829	RSmad complex	P51532;P84022;Q13485;Q15796;Q8NFD5;Q8TAQ2;Q92793;Q92922;Q9UPN9;Q9Y6Q9	SMARCA4;SMAD3;SMAD4;SMAD2;ARID1B;SMARCC2;CREBBP;SMARCC1;TRIM33;NCOA3
2830	TIF1gamma-SMAD2-SMAD3 complex	P84022;Q15796;Q9UPN9	SMAD3;SMAD2;TRIM33
2833	SRm160-SRm300 complex	Q8IYB3;Q9UQ35	SRRM1;SRRM2
2834	SMAD4-SMAD2-SMAD3 complex	P84022;Q13485;Q15796	SMAD3;SMAD4;SMAD2
2838	MEP50-PRMT5-ICLN complex	O14744;P54105;Q9BQA1	PRMT5;CLNS1A;WDR77
2839	ATRX-DAXX complex	P46100;Q9UER7	ATRX;DAXX
2842	DAXX-Axin-p53-HIPK2 complex	O15169;P04637;Q9H2X6;Q9UER7	AXIN1;TP53;HIPK2;DAXX
2844	Axin-p53-HIPK2 complex	O15169;P04637;Q9H2X6	AXIN1;TP53;HIPK2
2846	ITGAV-ITGB3-THBS1 complex	P05106;P06756;P07996	ITGB3;ITGAV;THBS1
2847	"ING4 complex (ING4, JADE2, KAT7, MEAF6)"	O95251;Q9HAF1;Q9NQC1;Q9UNL4	KAT7;MEAF6;JADE2;ING4
2848	"ING4 complex (ING4, JADE3, KAT7, MEAF6)"	O95251;Q92613;Q9HAF1;Q9UNL4	KAT7;JADE3;MEAF6;ING4
2849	ITGAV-ITGB3-NOV complex	P05106;P06756;P48745	ITGB3;ITGAV;CCN3
2850	ITGA5-ITGB1-FN-1-NOV complex	P02751;P05556;P08648;P48745	FN1;ITGB1;ITGA5;CCN3
2851	ING2 complex	A0A024R3R1;O75446;P29374;Q09028;Q13547;Q16576;Q5PSV4;Q92769;Q96ST3;Q9H0E3;Q9H160;Q9H7L9;Q9HCU9	ARID4B;SAP30;ARID4A;RBBP4;HDAC1;RBBP7;BRMS1L;HDAC2;SIN3A;SAP130;ING2;SUDS3;BRMS1
2852	Brg1-based SWI/SNF complex	O96019;Q12824;Q8TAQ2;Q92922	ACTL6A;SMARCB1;SMARCC2;SMARCC1
2853	ITGA5-ITGB1-CAL4A3 complex	P05556;P08648;P39060	ITGB1;ITGA5;COL18A1
2856	NuA4/Tip60 HAT complex	O96019;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9NPF5;Q9NXR8;Q9UBU8;Q9Y265;Q9Y4A5	ACTL6A;KAT5;EP400;BRD8;EPC1;DMAP1;ING3;MORF4L1;RUVBL1;TRRAP
2857	NuA4/Tip60 HAT complex	O95619;O96019;Q52LR7;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9HAF1;Q9NPF5;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5	YEATS4;ACTL6A;EPC2;KAT5;EP400;BRD8;EPC1;MEAF6;DMAP1;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP
2858	"ING5 complex (ING5, JADE1, KAT7, MEAF6)"	O95251;Q6IE81;Q8WYH8;Q9HAF1	KAT7;JADE1;ING5;MEAF6
2859	"ING5 (BRPF1, MOZ, MORF) complex"	P55201;Q8WYB5;Q8WYH8;Q92794;Q9HAF1	BRPF1;KAT6B;ING5;KAT6A;MEAF6
2861	DSIF complex (DRB sensitivity-inducing factor complex)	O00267;P63272	SUPT5H;SUPT4H1
2863	"Serine-palmitoyltransferase (SPTLC1, SPTLC3) complex"	O15269;Q9NUV7	SPTLC1;SPTLC3
2872	ITGA2b-ITGB3-CD9-GP1b-CD47 complex	P05106;P07359;P08514;P21926;Q08722	ITGB3;GP1BA;ITGA2B;CD9;CD47
2873	P-TEFb-7SKRNA-HEXIM1 complex	O60563;O94992;P50750	CCNT1;HEXIM1;CDK9
2875	BRD4-P-TEFb complex	O60563;O60885;P50750	CCNT1;BRD4;CDK9
2879	CD20-LCK-FYN-p75/80 complex	P06239;P06241;P11836	LCK;FYN;MS4A1
2880	"Ubiquitin E3 ligase (FBXW11, SKP1, CUL1)"	P63208;Q13616;Q9UKB1	SKP1;CUL1;FBXW11
2881	"Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)"	P62877;P63208;Q13616;Q9Y297	RBX1;SKP1;CUL1;BTRC
2882	ITGA5-ITGB3-COL6A3 complex	P05106;P08648;P12111	ITGB3;ITGA5;COL6A3
2884	"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial"	O75251;O75489;O95139;P03886;P56556;Q16795;Q9Y375	NDUFS7;NDUFS3;NDUFB6;MT-ND1;NDUFA6;NDUFA9;NDUFAF1
2885	ITGAV-ITGB1-SPP1 complex	P05556;P06756;P10451	ITGB1;ITGAV;SPP1
2886	"Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial"	P03886;P03891;P03897;Q9Y375	MT-ND1;MT-ND2;MT-ND3;NDUFAF1
2890	RBPJ-NOTCH1-MAML1 complex	P46531;Q06330;Q92585	NOTCH1;RBPJ;MAML1
2892	BCR-ABL (p185 fusion protein)-GRB2 complex	P62993;Q13745	GRB2;None
2893	BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex	A1Z199;P62993;Q07889	BCR/ABL fu;GRB2;SOS1
2895	SHC-GRB2 complex	P29353;P62993	SHC1;GRB2
2896	ITGA2B-ITGB3-CD47-FAK complex	P05106;P08514;Q05397;Q08722	ITGB3;ITGA2B;PTK2;CD47
2898	"Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial"	O75306;O75489;Q16795	NDUFS2;NDUFS3;NDUFA9
2901	"Respiratory chain complex I (intermediate IV/310kD), mitochondrial"	O75306;O75489;P03886;Q16795	NDUFS2;NDUFS3;MT-ND1;NDUFA9
2903	"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial"	O43678;O75306;O75489;P03886;Q16795	NDUFA2;NDUFS2;NDUFS3;MT-ND1;NDUFA9
2904	"Respiratory chain complex I (intermediate VII/650kD), mitochondrial"	O43181;O43678;O43920;O75251;O75306;O75489;P03886;P19404;P56556;Q16795	NDUFS4;NDUFA2;NDUFS5;NDUFS7;NDUFS2;NDUFS3;MT-ND1;NDUFV2;NDUFA6;NDUFA9
2905	"Respiratory chain complex I (intermediate), mitochondrial"	O43181;O43678;O43920;O75251;O75306;O75489;O95139;P03886;P19404;P56556;Q16795	NDUFS4;NDUFA2;NDUFS5;NDUFS7;NDUFS2;NDUFS3;NDUFB6;MT-ND1;NDUFV2;NDUFA6;NDUFA9
2906	"Respiratory chain complex I (intermediate II/230kD), mitochondrial"	O43181;O75251;P19404	NDUFS4;NDUFS7;NDUFV2
2907	RBP-Jkappa-Notch1 complex	P46531;Q06330	NOTCH1;RBPJ
2908	RBP-Jkappa-SHARP complex	Q06330;Q96T58	RBPJ;SPEN
2909	PLC-gamma-2-Syk-LAT-FcR-gamma complex	O43561;P12314;P16885;P43405	LAT;FCGR1A;PLCG2;SYK
2910	PLC-gamma-2-Lyn-FcR-gamma complex	P07948;P12314;P16885	LYN;FCGR1A;PLCG2
2911	SMRT-SKIP-CBF1 complex	Q06330;Q13573;Q9Y618	RBPJ;SNW1;NCOR2
2912	PLC-gamma-2-SLP-76 complex	P16885;Q13094	PLCG2;LCP2
2913	PLC-gamma-2-LAT complex	O43561;P16885	LAT;PLCG2
2914	"Respiratory chain complex I (beta subunit), mitochondrial"	O00483;O14561;O43674;O43676;O75438;O95139;O95168;O95169;O95178;O95298;O96000;P03905;P03915;P17568;Q9NX14;Q9Y6M9	NDUFA4;NDUFAB1;NDUFB5;NDUFB3;NDUFB1;NDUFB6;NDUFB4;NDUFB8;NDUFB2;NDUFC2;NDUFB10;MT-ND4;MT-ND5;NDUFB7;NDUFB11;NDUFB9
2917	GRB2-SOS1 complex	P62993;Q07889	GRB2;SOS1
2918	Ku antigen-YY1-alphaMyHC promoter complex	P12956;P13010;P25490	XRCC6;XRCC5;YY1
2919	"Respiratory chain complex I (gamma subunit), mitochondrial"	O15239;O43677;O43920;O95167;O95299;P03886;P03891;P03897;P03901;P03923;P51970;P56556;Q16795	NDUFA1;NDUFC1;NDUFS5;NDUFA3;NDUFA10;MT-ND1;MT-ND2;MT-ND3;MT-ND4L;MT-ND6;NDUFA8;NDUFA6;NDUFA9
2920	"Respiratory chain complex I (lambda subunit), mitochondrial"	O00217;O43181;O43678;O75251;O75306;O75380;O75489;O95182;P19404;P28331;P49821;P56181;Q16718;Q86Y39;Q9P0J0;Q9UI09	NDUFS8;NDUFS4;NDUFA2;NDUFS7;NDUFS2;NDUFS6;NDUFS3;NDUFA7;NDUFV2;NDUFS1;NDUFV1;NDUFV3;NDUFA5;NDUFA11;NDUFA13;NDUFA12
2921	SHARP-CtBP complex	P56545;Q13363;Q96T58	CTBP2;CTBP1;SPEN
2922	"LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated"	O43561;P19174;P27986;P62993;Q07889	LAT;PLCG1;PIK3R1;GRB2;SOS1
2923	SHARP-CtBP1-CtIP complex	Q13363;Q96T58;Q99708	CTBP1;SPEN;RBBP8
2930	SHARP-CtIP-RBP-Jkappa complex	Q06330;Q96T58;Q99708	RBPJ;SPEN;RBBP8
2931	SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex	Q06330;Q13363;Q96T58;Q99708	RBPJ;CTBP1;SPEN;RBBP8
2936	"Ecsit complex (ECSIT, GAPDH, MT-CO2, NDUFAF1, TRAF6)"	P00403;P04406;Q9BQ95;Q9Y375;Q9Y4K3	MT-CO2;GAPDH;ECSIT;NDUFAF1;TRAF6
2937	PTF1-bHLH complex	Q7RTS3;Q99081	PTF1A;TCF12
2938	"ECSIT complex (ECSIT, NDUFS3, TOMM20)"	O75489;Q15388;Q9BQ95	NDUFS3;TOMM20;ECSIT
2939	"Ecsit complex (ECSIT, MT-CO2, MT-ND1, NDUFA1, NDUFAF1, TRAF6)"	O15239;P00403;P03886;Q9BQ95;Q9Y375;Q9Y4K3	NDUFA1;MT-CO2;MT-ND1;ECSIT;NDUFAF1;TRAF6
2942	"Ecsit complex (ECSIT, NDUFS3, NDUFAF1)"	O75489;Q9BQ95;Q9Y375	NDUFS3;ECSIT;NDUFAF1
2943	"Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial"	P03886;Q9Y375	MT-ND1;NDUFAF1
2944	Notch1-p56lck-PI3K complex	P06239;P27986;P46531	LCK;PIK3R1;NOTCH1
2945	RBP-Jkappa-RING1-KyoT2 complex	Q06330;Q06587;Q13642	RBPJ;RING1;FHL1
2946	YY1-Notch1-RBP-Jkappa complex	P25490;P46531;Q06330	YY1;NOTCH1;RBPJ
2947	YY1-Notch1 complex	P25490;P46531	YY1;NOTCH1
2948	"Respiratory chain complex I (incomplete intermediate), mitochondrial"	O43181;O75251;O75306;O75380;O95169;O95299;P19404;P28331;P49821;P56181;Q16795	NDUFS4;NDUFS7;NDUFS2;NDUFS6;NDUFB8;NDUFA10;NDUFV2;NDUFS1;NDUFV1;NDUFV3;NDUFA9
2955	"LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated"	O43561;P06239;P19174;Q13094	LAT;LCK;PLCG1;LCP2
2956	"PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated"	O43561;P19174;P22681	LAT;PLCG1;CBL
2957	"LAT-GRB2 complex, Fyn-mLck(KA) or Syk kinase activated"	O43561;P62993	LAT;GRB2
2958	SMAD1-CBP complex	Q15797;Q92793	SMAD1;CREBBP
2959	SMAD1-OAZ-HsN3 complex	P28070;P54368;Q15797	PSMB4;OAZ1;SMAD1
2960	"SLP-76-PLC-gamma-1-ITK complex, alpha-TCR stimulated"	P19174;Q08881;Q13094	PLCG1;ITK;LCP2
2961	"SLP-76-PLC-gamma-1-VAV complex, alpha-TCR stimulated"	P15498;P19174;Q13094	VAV1;PLCG1;LCP2
2962	CRK-BCAR1-DOCK1 complex	P46108;P56945;Q14185	CRK;BCAR1;DOCK1
2963	"ITK-SLP-76 complex, anti-TCR stimulated"	Q08881;Q13094	ITK;LCP2
2966	NuMA-LGN-G-alpha-i-1 complex	P63096;P81274;Q14980	GNAI1;GPSM2;NUMA1
2968	Axin-SMAD3 complex	O15169;P84022	AXIN1;SMAD3
2970	"mTORC1 complex (MLST8, MTOR, RAPTOR)"	P42345;Q8N122;Q9BVC4	MTOR;RPTOR;MLST8
2971	ITGA9-ITGB1-VEGFC complex	P05556;P49767;Q13797	ITGB1;VEGFC;ITGA9
2972	ITGA9-ITGB1-VEGFA complex	P05556;P15692;Q13797	ITGB1;VEGFA;ITGA9
2975	SMAD3-E2F4/5-p107-DP1 complex	P28749;P84022;Q14186;Q15329;Q16254	RBL1;SMAD3;TFDP1;E2F5;E2F4
2985	"mTOR complex (MTOR, RAPTOR)"	P42345;Q8N122	MTOR;RPTOR
2989	ITGA9-ITGB1-ADAM8 complex	P05556;P78325;Q13797	ITGB1;ADAM8;ITGA9
2992	"Ubiquitin E3 ligase (SMAD7, SMURF2)"	O15105;Q9HAU4	SMAD7;SMURF2
2996	"Ubiquitin E3 ligase (SMAD7, SMURF1)"	O15105;Q9HCE7	SMAD7;SMURF1
2997	Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta)	O15105;P36897;P37173;Q9HCE7	SMAD7;TGFBR1;TGFBR2;SMURF1
2998	Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex	O15169;P35222;P49841;Q15172	AXIN1;CTNNB1;GSK3B;PPP2R5A
3004	APC-AXIN1-CTNNB1 complex	O15169;P25054;P35222	AXIN1;APC;CTNNB1
3008	60S APC containing complex	P23258;P25054;P46940;Q71U36	TUBG1;APC;IQGAP1;TUBA1A
3011	APC-IQGAP1-Rac1 complex	P25054;P46940;P63000	APC;IQGAP1;RAC1
3012	APC-IQGAP1-Cdc42 complex	P25054;P46940;P60953	APC;IQGAP1;CDC42
3015	"p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex"	P24864;P24941;P46527;P61024;P62877;P63208;Q13309;Q13616	CCNE1;CDK2;CDKN1B;CKS1B;RBX1;SKP1;SKP2;CUL1
3025	TGF-beta receptor II-TGF-beta3 complex	P10600;P37173	TGFB3;TGFBR2
3026	TGF-beta receptor II-TGF-beta1 complex	P01137;P37173	TGFB1;TGFBR2
3028	TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex	P10600;P36897;P37173	TGFB3;TGFBR1;TGFBR2
3031	TGFbetaRII-TGFbetaRI-TGFbeta1 complex	P01137;P36897;P37173	TGFB1;TGFBR1;TGFBR2
3032	AGO2-DICER1-HSP90AB1-TARBP2 complex	P08238;Q15633;Q9UKV8;Q9UPY3	HSP90AB1;TARBP2;AGO2;DICER1
3033	PAC3-PAC4 complex	Q5JS54;Q9BT73	PSMG4;PSMG3
3034	PAC1-PAC2 complex	O95456;Q969U7	PSMG1;PSMG2
3035	LAT2-ITGB1 complex	P05556;Q9UHI5	ITGB1;SLC7A8
3036	"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)"	P61024;P62877;P63208;Q13309;Q13616	CKS1B;RBX1;SKP1;SKP2;CUL1
3038	SMAD2-SMAD4-FAST1 complex	O75593;Q13485;Q15796	FOXH1;SMAD4;SMAD2
3039	SMAD2-FAST1 complex	O75593;Q15796	FOXH1;SMAD2
3040	Multisynthetase complex	O43324;P07814;P14868;P41252;P47897;P54136;P56192;Q12904;Q13155;Q15046;Q9P2J5	EEF1E1;EPRS1;DARS1;IARS1;QARS1;RARS1;MARS1;AIMP1;AIMP2;KARS1;LARS1
3041	TGF-beta-receptor type II homodimer complex	P37173	TGFBR2
3043	BMP2-BRIA complex	P12643;P12644;P36894	BMP2;BMP4;BMPR1A
3044	SKI-NCOR1-SIN3A-HDAC1 complex	O75376;P12755;Q13547;Q96ST3	NCOR1;SKI;HDAC1;SIN3A
3045	hs4 enhancer complex (faster migrating complex)	P09086;P14859;P19838;P25490;Q04206	POU2F2;POU2F1;NFKB1;YY1;RELA
3046	hs4 enhancer complex (slow migrating complex)	P25490;Q01201	YY1;RELB
3048	mSin3A complex	Q09028;Q13547;Q16576;Q92769;Q96ST3	RBBP4;HDAC1;RBBP7;HDAC2;SIN3A
3051	MAD-MAX complex	P61244;Q05195	MAX;MXD1
3052	MYC-MAX complex	P01106;P61244	MYC;MAX
3053	mSin3A-HDAC1-HDAC2 complex	Q13547;Q92769;Q96ST3	HDAC1;HDAC2;SIN3A
3054	MAD1-mSin3A-HDAC2 complex	Q05195;Q92769;Q96ST3	MXD1;HDAC2;SIN3A
3055	Nop56p-associated pre-rRNA complex	O00567;O76021;P05141;P05386;P05387;P05388;P06748;P08708;P09651;P11387;P13639;P15880;P16402;P18077;P18124;P18621;P19338;P22087;P25398;P26368;P26373;P27635;P30050;P32969;P35268;P36578;P37108;P39023;P40429;P42766;P46776;P46777;P46778;P46779;P46781;P47914;P49411;P50914;P52272;P55209;P55769;P61247;P61254;P61313;P61353;P61513;P62081;P62241;P62244;P62249;P62263;P62266;P62269;P62273;P62277;P62280;P62424;P62736;P62750;P62753;P62829;P62841;P62847;P62888;P62891;P62899;P62906;P62910;P62913;P62917;P63267;P67809;P68104;P83731;P83881;P84098;Q00839;Q01081;Q02543;Q02878;Q07020;Q08211;Q12905;Q12906;Q13428;Q13610;Q14978;Q6P3W7;Q71U36;Q8TDN6;Q92522;Q96SB4;Q99848;Q99879;Q9BQG0;Q9BVP2;Q9H4B7;Q9NR30;Q9NW13;Q9NX58;Q9NZI8;Q9Y2X3;Q9Y383;Q9Y3U8	NOP56;RSL1D1;SLC25A5;RPLP1;RPLP2;RPLP0;NPM1;RPS17;HNRNPA1;TOP1;EEF2;RPS2;H1-3;RPL35A;RPL7;RPL17;NCL;FBL;RPS12;U2AF2;RPL13;RPL10;RPL12;RPL9; RPL9P7; RPL9P8; RPL9P9;RPL22;RPL4;SRP14;RPL3;RPL13A;RPL35;RPL27A;RPL5;RPL21;RPL28;RPS9;RPL29;TUFM;RPL14;HNRNPM;NAP1L1;SNU13;RPS3A;RPL26;RPL15;RPL27;RPL37A;RPS7;RPS8;RPS15A;RPS16;RPS14;RPS23;RPS18;RPS29;RPS13;RPS11;RPL7A;ACTA2;RPL23A;RPS6;RPL23;RPS15;RPS24;RPL30;RPL39;RPL31;RPL10A;RPL32;RPL11;RPL8;ACTG2;YBX1;EEF1A1;RPL24;RPL36A;RPL19;HNRNPU;U2AF1;RPL18A;RPL6;RPL18;DHX9;ILF2;ILF3;TCOF1;PWP1;NOLC1;SCYL2;TUBA1A;BRIX1;H1-10;SRPK1;EBNA1BP2;H2BC14;MYBBP1A;GNL3;TUBB1;DDX21;RBM28;LYAR;IGF2BP1;NOP58;LUC7L2;RPL36
3056	Microprocessor complex	Q8WYQ5;Q9NRR4	DGCR8;DROSHA
3057	ITGA10-ITGB1 complex	O75578;P05556	ITGA10;ITGB1
3058	ITGA11-ITGB1 complex	P05556;Q9UKX5	ITGB1;ITGA11
3059	ITGA11-ITGB1-COL1A1 complex	P02452;P05556;Q9UKX5	COL1A1;ITGB1;ITGA11
3060	"RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying"	P24863;P24928;P35269;P49336;P51531;Q12824;Q13503	CCNC;POLR2A;GTF2F1;CDK8;SMARCA2;SMARCB1;MED21
3061	"RNA polymerase II complex (CBP, PCAF, RPB1, BAF47, CYCC, CDK8), chromatin structure modifying"	P24863;P24928;P49336;Q12824;Q92793;Q92831	CCNC;POLR2A;CDK8;SMARCB1;CREBBP;KAT2B
3062	"RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying"	P24928;Q12824;Q92793;Q92831	POLR2A;SMARCB1;CREBBP;KAT2B
3063	Brg1-associated complex II	O14497;O14744;O96019;P51532;Q12824;Q8TAQ2;Q92922	ARID1A;PRMT5;ACTL6A;SMARCA4;SMARCB1;SMARCC2;SMARCC1
